Словникова форма,част. мови,абс. частота,відн. частота
спортивний,прикм.,921,11
адвокат,ім.,921,11
перехожий,ім.,921,11
рідкісний,прикм.,921,11
наскрізь,присл.,921,11
сільрада,ім.,920,11
велич,ім.,920,11
щирість,ім.,920,11
охоплювати,діє. н.в.,920,11
діва,ім.,920,11
рвонути,діє. д.в.,920,11
волохатий,прикм.,919,11
кулик,ім.,919,11
піддаватися,діє. н.в.,919,11
рівнина,ім.,919,11
відкидати,діє. н.в.,919,11
аргумент,ім.,919,11
вітатися,діє. н.в.,919,11
доручити,діє. д.в.,919,11
пошукати,діє. д.в.,919,11
супровід,ім.,918,11
щедро,присл.,918,11
слухавка,ім.,917,11
зиркати,діє. н.в.,917,11
закуток,ім.,917,11
перекинути,діє. д.в.,917,11
байдужість,ім.,917,11
терти,діє. н.в.,917,11
заступити,діє. д.в.,916,11
кайдани,ім.,916,11
патріарх,ім.,916,11
задумати,діє. д.в.,916,11
хлопчак,ім.,916,11
злетіти,діє. д.в.,916,11
аякже,частка,915,11
рідкий,прикм.,915,11
глядач,ім.,914,11
шофер,ім.,914,11
втупитися,діє. д.в.,914,11
грива,ім.,914,11
спустити,діє. д.в.,913,11
бідолашний,прикм.,913,11
несміливо,присл.,913,11
прихильник,ім.,913,11
слух,ім.,913,11
лідер,ім.,913,11
врешті-решт,присл.,912,11
намалювати,діє. д.в.,912,11
внести,діє. д.в.,912,11
обрис,ім.,911,11
францій,ім.,911,11
Константинополь,ім.,910,11
заводити,діє. н.в.,910,11
визволити,діє. д.в.,910,11
накласти,діє. д.в.,910,11
бриніти,діє. н.в.,909,11
Біблія,ім.,909,11
торгувати,діє. н.в.,909,11
назовні,присл.,908,11
підкреслювати,діє. н.в.,908,11
штовхати,діє. н.в.,907,11
башта,ім.,907,11
копія,ім.,907,11
сміливо,присл.,907,11
мити,діє. н.в.,907,11
повітряний,прикм.,906,11
зв'язати,діє. д.в.,906,11
щоденник,ім.,906,11
моторошно,присл.,906,11
садиба,ім.,906,11
віддалятися,діє. н.в.,905,11
забігати,діє. н.в.,905,11
второпати,діє. д.в.,904,11
невдача,ім.,904,11
булава,ім.,904,11
розвиватися,діє. н.в.,904,11
схема,ім.,904,11
насіння,ім.,904,11
цвісти,діє. н.в.,904,11
невільник,ім.,903,11
реагувати,діє. н.в.,903,11
мільярд,ім.,903,11
оцінка,ім.,903,11
прикрити,діє. д.в.,903,11
архів,ім.,903,11
сердитий,прикм.,902,11
розшукати,діє. д.в.,902,11
жалюгідний,прикм.,901,11
всесвітній,прикм.,901,11
джинси,ім.,901,11
Коновалець,прізв.,901,11
нудьга,ім.,900,11
вирок,ім.,899,11
попливти,діє. д.в.,899,11
забезпечити,діє. д.в.,899,11
неприємно,присл.,899,11
нападати,діє. н.в.,899,11
одержувати,діє. н.в.,898,11
ковток,ім.,898,11
картка,ім.,898,11
терем,ім.,898,11
ближній,прикм.,898,11
новенький,прикм.,897,11
мундир,ім.,897,11
цукор,ім.,897,11
вологий,прикм.,896,11
ідеологія,ім.,896,11
пропаганда,ім.,896,11
Барабаш,прізв.,896,11
хвалитися,діє. н.в.,896,11
бійка,ім.,896,11
Візантія,ім.,895,11
перезирнутися,діє. д.в.,895,11
чашка,ім.,895,11
знадобитися,діє. д.в.,894,11
стерегти,діє. н.в.,894,11
професійний,прикм.,894,11
паща,ім.,893,11
лопата,ім.,893,11
шосе,ім.,893,11
схилятися,діє. н.в.,893,11
набути,діє. д.в.,892,11
впустити,діє. д.в.,892,11
видіння,ім.,892,11
ворушити,діє. н.в.,892,11
відвідати,діє. д.в.,892,11
митрополит,ім.,891,11
ввесь,займ.,891,11
колиска,ім.,891,11
відповідальний,прикм.,891,11
рити,діє. н.в.,891,11
капуста,ім.,891,11
завадити,діє. д.в.,891,11
власність,ім.,890,11
зберігатися,діє. н.в.,889,11
засудити,діє. д.в.,889,11
доручення,ім.,889,11
вагання,ім.,889,11
підхопитися,діє. д.в.,888,11
інструкція,ім.,888,11
сік,ім.,888,11
клітина,ім.,888,11
протест,ім.,887,11
подорожній,прикм.,887,11
безпосередній,прикм.,887,11
безпосередньо,присл.,887,11
прийтися,діє. д.в.,887,11
вхопитися,діє. д.в.,887,11
панночка,ім.,887,11
правило,ім.,887,11
вечеряти,діє. н.в.,887,11
асфальт,ім.,887,11
піймати,діє. д.в.,886,11
ха,вигук,886,11
складений,д-прикм.,886,11
традиційний,прикм.,885,11
таж,спол.,885,11
розсердитися,діє. д.в.,885,11
туалет,ім.,884,11
мінятися,діє. н.в.,884,11
командувати,діє. н.в.,883,11
іронічно,присл.,883,11
наді,прийм.,883,11
відірватися,діє. д.в.,883,11
Петлюра,прізв.,883,11
дітки,ім.,882,11
районний,прикм.,882,11
бува,вставне слово,882,11
влаштуватися,діє. д.в.,882,11
сумління,ім.,882,11
масло,ім.,882,11
нари,ім.,882,11
домівка,ім.,882,11
рабство,ім.,881,11
згаснути,діє. д.в.,881,11
струмінь,ім.,881,11
грізно,присл.,881,11
магічний,прикм.,880,11
вислати,діє. д.в.,880,11
вітчизна,ім.,880,11
осторонь,присл.,880,11
конфлікт,ім.,880,11
намисто,ім.,880,11
незґрабний,прикм.,879,11
монада,ім.,879,11
нити,діє. н.в.,879,11
мислення,ім.,878,11
щораз,присл.,878,11
Ада,ім.,878,11
подоба,ім.,878,11
пастух,ім.,878,11
розмахувати,діє. н.в.,878,11
чаклун,ім.,878,11
клястися,діє. н.в.,878,11
славетний,прикм.,877,11
постіль,ім.,877,11
ум,ім.,877,11
данка,ім.,877,11
перервати,діє. д.в.,877,11
приречений,д-прикм.,877,11
легеня,ім.,877,11
збрехати,діє. д.в.,877,11
розстріляти,діє. д.в.,877,11
краєвид,ім.,877,11
тривало,присл.,877,11
загибель,ім.,876,11
підібрати,діє. д.в.,876,11
бунт,ім.,875,11
хитнути,діє. д.в.,875,11
зателефонувати,діє. д.в.,875,11
артист,ім.,875,11
сатана,ім.,874,11
заповіт,ім.,874,11
чумак,ім.,874,11
долати,діє. н.в.,874,11
лисий,прикм.,873,11
марево,ім.,873,11
ідіот,ім.,873,11
перебивати,діє. н.в.,872,11
Антон,ім.,872,11
австрійський,прикм.,872,11
важче,присл.,872,11
цілуватися,діє. н.в.,871,11
нерухомий,прикм.,871,11
закривати,діє. н.в.,871,11
мерехтіти,діє. н.в.,871,11
прямий,прикм.,871,11
невдоволено,присл.,870,11
поробити,діє. д.в.,870,11
зневажливо,присл.,869,11
чуже,присл.,869,11
пронизливий,прикм.,869,11
бізнес,ім.,868,11
здоров,вигук,868,11
переводити,діє. н.в.,868,11
чемно,присл.,868,11
киянин,ім.,868,11
навесні,присл.,868,11
зацікавитися,діє. д.в.,867,11
привітно,присл.,867,11
ковбик,ім.,866,11
охота,ім.,866,11
визначати,діє. н.в.,866,11
описати,діє. д.в.,866,11
несамовито,присл.,866,11
засинати,діє. н.в.,866,11
сповістити,діє. д.в.,866,11
дзвінкий,прикм.,865,11
коштовний,прикм.,865,11
ввімкнути,діє. д.в.,865,11
режисер,ім.,865,11
яскраво,присл.,865,11
втручатися,діє. н.в.,865,11
вимовляти,діє. н.в.,865,11
веранда,ім.,865,11
переїхати,діє. д.в.,864,11
відпустка,ім.,864,11
водитися,діє. н.в.,864,11
Ізраїль,ім.,864,11
фото,ім.,863,11
порух,ім.,863,11
гармонія,ім.,863,11
губернатор,ім.,863,11
слідкувати,діє. н.в.,863,11
усміхнений,прикм.,862,11
Яворницький,прізв.,862,11
впіймати,діє. д.в.,862,11
коляда,ім.,862,11
юрок,ім.,862,11
раніш,присл.,862,11
виринути,діє. д.в.,862,11
спочивати,діє. н.в.,861,11
пошана,ім.,861,11
гладити,діє. н.в.,860,11
відкриватися,діє. н.в.,860,11
довжелезний,прикм.,860,11
родити,діє. н.д.в.,859,11
минутися,діє. д.в.,859,11
ухопити,діє. д.в.,859,11
терпіння,ім.,859,11
спускати,діє. н.в.,859,11
шатро,ім.,858,11
закритий,д-прикм.,858,11
обірвати,діє. д.в.,858,11
неохоче,присл.,857,11
кінчати,діє. н.в.,857,11
провалля,ім.,857,11
спеціаліст,ім.,856,11
діждатися,діє. д.в.,856,11
викласти,діє. д.в.,855,11
собачий,прикм.,855,11
колектив,ім.,855,11
сімейний,прикм.,854,11
подбати,діє. д.в.,854,11
скарга,ім.,854,11
завважити,діє. д.в.,854,11
біс,вигук,854,11
богиня,ім.,854,11
гріти,діє. н.в.,853,11
трудовий,прикм.,853,11
віко,ім.,853,11
образ,ім.,853,11
припускати,діє. н.в.,853,11
повестися,діє. д.в.,853,11
опиратися,діє. н.в.,853,11
трішки,присл.,852,11
тил,ім.,852,11
приїзд,ім.,852,11
монах,ім.,852,11
китайський,прикм.,851,11
звисати,діє. н.в.,851,11
материн,прикм.,851,11
роздумувати,діє. н.в.,851,11
замкнений,д-прикм.,851,11
павук,ім.,851,11
див,ім.,850,11
спішити,діє. н.в.,850,11
відносини,ім.,850,11
імла,ім.,850,11
провідний,прикм.,849,11
весною,присл.,849,11
бланк,ім.,849,11
варяг,ім.,849,11
внаслідок,прийм.,848,11
тісно,присл.,848,11
крапка,ім.,847,11
речення,ім.,847,11
засвітитися,діє. д.в.,847,11
секс,ім.,846,11
тьху,вигук,846,11
безнадійно,присл.,846,11
задихатися,діє. н.в.,846,11
заграти,діє. д.в.,845,11
лан,ім.,845,11
нелегко,присл.,845,11
незнаний,прикм.,844,11
